Job Title,Location,Salary,Monthly Salary,Locality,City,State
Development Organiser (Forestry),"Pimpalner, Maharashtra",Not specified,,,Pimpalner,Maharashtra
Front Office Manager,"Pathanamthitta, Kerala","₹10,000 - ₹20,000 a month",15000.0,,Pathanamthitta,Kerala
HR Trainee/Executive,"Calicut, Kerala",Not specified,,,Calicut,Kerala
Data Digitization Executive,"Poojappura, Thiruvananthapuram, Kerala","Up to ₹12,000 a month",,Poojappura,Thiruvananthapuram,Kerala
Trainee / Process Executive,"Salem, Tamil Nadu",Not specified,,,Salem,Tamil Nadu
Recruitment Trainee,India,Not specified,,India,India,India
Freshers Walk-In (Autocad),"Yelahanka, Bengaluru, Karnataka","₹15,000 - ₹20,000 a month",17500.0,Yelahanka,Bengaluru,Karnataka
Business Development Executive - Fresher,"Madurai, Tamil Nadu",Not specified,,,Madurai,Tamil Nadu
Business Development Associate,"Kochi, Kerala","₹20,000 - ₹45,000 a month",32500.0,,Kochi,Kerala
HUMAN RESOURCES INTERNSHIP -FRESHER,"Chennai, Tamil Nadu",Not specified,,,Chennai,Tamil Nadu
Engineer – Support/Operations (Trainee),"Bengaluru, Karnataka",Not specified,,,Bengaluru,Karnataka
System Analyst,"Coimbatore, Tamil Nadu","₹8,000 - ₹12,000 a month",10000.0,,Coimbatore,Tamil Nadu
Management Trainee - Recruitment,"Hyderabad, Telangana",Not specified,,,Hyderabad,Telangana
Project Coordinator,"Mundakayam, Kerala","Up to ₹10,000 a month",,,Mundakayam,Kerala
Trainee Intern's,"Hyderabad, Telangana",Not specified,,,Hyderabad,Telangana
Internship to Job Program - JS Developer,"Delhi, Delhi","₹5,000 - ₹25,000 a month",15000.0,,Delhi,Delhi
Cyber Security Trainer,"Laxmi Nagar, Delhi, Delhi","₹6,00,000 a year",600000.0,Laxmi Nagar,Delhi,Delhi
Site Supervisor,"Kottayam, Kerala","₹10,000 - ₹15,000 a month",12500.0,,Kottayam,Kerala
Associate: Supply Chain Team,"Bengaluru, Karnataka","₹2,40,000 - ₹2,80,000 a year",260000.0,,Bengaluru,Karnataka
Accountant,"Sangli, Maharashtra",Not specified,,,Sangli,Maharashtra
Assistant/Associate /Professors,"Pollachi, Tamil Nadu","₹30,000 - ₹1,00,000 a month",65000.0,,Pollachi,Tamil Nadu
Branch Accountant,"Kochi, Kerala","₹12,000 - ₹18,000 a month",15000.0,,Kochi,Kerala
Fresher - Business Analyst,"Hyderabad, Telangana",Not specified,,,Hyderabad,Telangana
Field Officer,Arunachal Pradesh,Not specified,,Arunachal Pradesh,Arunachal Pradesh,Arunachal Pradesh
Jewellery Sales Assistant,"Virudunagar, Tamil Nadu","From ₹15,000 a month",,,Virudunagar,Tamil Nadu
Hotel Operations Manager,"Varkkallai, Kerala","₹15,000 - ₹20,000 a month",17500.0,,Varkkallai,Kerala
Diploma Holders,"Bengaluru, Karnataka",Not specified,,,Bengaluru,Karnataka
Video Editor,Remote,"₹5,000 - ₹20,000 a month",12500.0,Remote,Remote,Remote
DEVELOPMENT QUALITY ASSURANCE,"Chennai, Tamil Nadu",Not specified,,,Chennai,Tamil Nadu
WANTED FRESHERS FOR OFFICE WORK,"Saravanampatti, Coimbatore, Tamil Nadu","₹13,500 - ₹16,500 a month",15000.0,Saravanampatti,Coimbatore,Tamil Nadu
Electrical Technician,"Sion, Mumbai, Maharashtra","₹15,000 - ₹25,000 a month",20000.0,Sion,Mumbai,Maharashtra
Asst. Purchase Manager,"Calicut, Kerala","₹15,000 - ₹25,000 a month",20000.0,,Calicut,Kerala
Administration / Office Admin,"Laxmi Nagar, Delhi, Delhi",Not specified,,Laxmi Nagar,Delhi,Delhi
Process Associate,"Coimbatore, Tamil Nadu",Not specified,,,Coimbatore,Tamil Nadu
Stevedore (24*7),"Tuticorin, Tamil Nadu","₹10,000 - ₹15,000 a month",12500.0,,Tuticorin,Tamil Nadu
Digital Marketing Intern,Remote,"₹7,000 - ₹10,000 a month",8500.0,Remote,Remote,Remote
System Officer,"Chengannur, Kerala","₹13,000 - ₹15,000 a month",14000.0,,Chengannur,Kerala
Management Trainee,"Calicut, Kerala",Not specified,,,Calicut,Kerala
LaTeX Research Documents Editor,"Cannanore, Kerala","₹15,000 - ₹20,000 a month",17500.0,,Cannanore,Kerala
Office Executive Fresher,"Mayur Vihar, Delhi, Delhi","₹16,500 - ₹22,500 a month",19500.0,Mayur Vihar,Delhi,Delhi
Knitting Specialist,"Palsana, Surat, Gujarat","₹30,000 - ₹40,000 a month",35000.0,Palsana,Surat,Gujarat
Tele Caller (English - WFH),Remote,"₹8,086.00 - ₹29,639.40 a month",18862.7,Remote,Remote,Remote
Junior Process Associate (Voice Process),"Coimbatore, Tamil Nadu","Up to ₹18,000 a month",,,Coimbatore,Tamil Nadu
Accountant,"Devanhalli, Karnataka","₹12,000 - ₹15,000 a month",13500.0,,Devanhalli,Karnataka
fb poster designer,Remote,₹180 a day,180.0,Remote,Remote,Remote
Manual Tester,"Pallavaram, Chennai, Tamil Nadu","₹16,000 - ₹34,000 a month",25000.0,Pallavaram,Chennai,Tamil Nadu
Video Editor,Remote,"₹20,000 - ₹30,000 a month",25000.0,Remote,Remote,Remote
Operator Trainee(Fresher),"Kangayam, Tamil Nadu","₹10,000 - ₹12,000 a month",11000.0,,Kangayam,Tamil Nadu
Supervisor,Remote,"From ₹15,000 a month",,Remote,Remote,Remote
Dog Walker,"Saket, Delhi, Delhi","₹11,000 - ₹18,000 a month",14500.0,Saket,Delhi,Delhi
Wedding Album Designers in Trivandrum,"Kariavattom, Thiruvananthapuram, Kerala","₹5,000 - ₹25,000 a month",15000.0,Kariavattom,Thiruvananthapuram,Kerala
BE/ ME Freshers,"Nagercoil, Tamil Nadu","₹10,000 - ₹16,000 a month",13000.0,,Nagercoil,Tamil Nadu
Research Analyst,Delhi,Not specified,,Delhi,Delhi,Delhi
"Jio point manager in uluthurpet,madapattu, Kandachipuram, Vikravandi, Valavanur, Villupuram","Villupuram, Tamil Nadu","₹22,000 a month",22000.0,,Villupuram,Tamil Nadu
Academic Consultant,"Kochi, Kerala","₹12,000 - ₹20,000 a month",16000.0,,Kochi,Kerala
Front Office Staff,"Bhopal, Madhya Pradesh",Not specified,,,Bhopal,Madhya Pradesh
Programming Assistants,"Cannanore, Kerala",Not specified,,,Cannanore,Kerala
Delivery Executive/Delivery Partner,"Dehradun, Uttarakhand","₹18,000 - ₹35,000 a month",26500.0,,Dehradun,Uttarakhand
Video Editor,Remote,"₹3,000 - ₹4,000 a month",3500.0,Remote,Remote,Remote
Delivery Assistant,"Gulbarga, Karnataka","₹12,847 a month",12847.0,,Gulbarga,Karnataka
HR Intern,Remote,"₹10,000 - ₹15,000 a month",12500.0,Remote,Remote,Remote
Trainee - Analyst Investigation,"Bengaluru, Karnataka",Not specified,,,Bengaluru,Karnataka
Document Verification Executive Fresher,"Ghitorni, Delhi, Delhi","₹14,500 a month",14500.0,Ghitorni,Delhi,Delhi
Back Office Executive,"Pimpri-Chinchwad, Maharashtra","₹25,000 - ₹28,000 a month",26500.0,,Pimpri-Chinchwad,Maharashtra
Fresh Graduate,"Noida, Uttar Pradesh","₹15,000 - ₹25,000 a month",20000.0,,Noida,Uttar Pradesh
OT Assistant,"Tiruppur, Tamil Nadu","₹15,000 - ₹20,000 a month",17500.0,,Tiruppur,Tamil Nadu
Pizza hut- Team Member,"Pattom, Thiruvananthapuram, Kerala","Up to ₹10,500 a month",,Pattom,Thiruvananthapuram,Kerala
Graphic Designer - Amazon Products Lifestyle & Infographics,"Thiruvananthapuram, Kerala","₹15,000 - ₹20,000 a month",17500.0,,Thiruvananthapuram,Kerala
Dues Coordinator intern,"Chennai, Tamil Nadu","₹10,000 - ₹15,000 a month",12500.0,,Chennai,Tamil Nadu
Google Ads Executive(fresher/experience),"Ambli, Ahmedabad, Gujarat","Up to ₹55,000 a month",,Ambli,Ahmedabad,Gujarat
Medical Scribe Trainee,Remote,"₹35,000 a month",35000.0,Remote,Remote,Remote
Hardware trainee - Female Candidates only,"Erode, Tamil Nadu","From ₹8,000 a month",,,Erode,Tamil Nadu
Trainee - Human Resource,"Rajarajeshwari Nagar, Bengaluru, Karnataka","From ₹25,000 a month",,Rajarajeshwari Nagar,Bengaluru,Karnataka
Checker and surveyor,"Mundra Bandar, Gujarat",Not specified,,,Mundra Bandar,Gujarat
Cinematography,"Koramangala VI Bk, Bengaluru, Karnataka","₹3,19,486.86 - ₹15,60,207.49 a year",939847.175,Koramangala VI Bk,Bengaluru,Karnataka
Programmers,"Bengaluru, Karnataka","₹15,000 - ₹25,000 a month",20000.0,,Bengaluru,Karnataka
Digital Marketing Fresher,"Kochi, Kerala","₹3,000 - ₹6,000 a month",4500.0,,Kochi,Kerala
Financial Analyst,Delhi,Not specified,,Delhi,Delhi,Delhi
Sales Supervisor,"Thrissur, Kerala","₹18,000 - ₹21,000 a month",19500.0,,Thrissur,Kerala
QC Officer,"Kala Amb, Himachal Pradesh","Up to ₹30,000 a month",,,Kala Amb,Himachal Pradesh
Trainee Administrator,"Jaisalmer, Rajasthan",Not specified,,,Jaisalmer,Rajasthan
Soil and Rock testing assistant,"Ghaziabad, Uttar Pradesh","From ₹15,000 a month",,,Ghaziabad,Uttar Pradesh
Office Associate,"Amravati, Maharashtra","₹11,000 - ₹18,000 a month",14500.0,,Amravati,Maharashtra
Customer Care Executive (Preferred Hindi Speaking),Telangana,Not specified,,Telangana,Telangana,Telangana
Chartered Accountant/Semi Qualified / ICWA(CMA)/CS,"Ram Nagar, Nagpur, Maharashtra","₹4,00,000 - ₹8,00,000 a year",600000.0,Ram Nagar,Nagpur,Maharashtra
Network and hardware trainee,"Bommasandra Industrial Estate, Bengaluru, Karnataka","₹3,50,000 a year",350000.0,Bommasandra Industrial Estate,Bengaluru,Karnataka
CS Trainee,"Pune, Maharashtra",Not specified,,,Pune,Maharashtra
Call Coordinator,"Bengaluru, Karnataka","₹3,00,000 a year",300000.0,,Bengaluru,Karnataka
Worked as teacher,"Pratap Nagar, Jaipur, Rajasthan","₹15,000 - ₹30,000 a month",22500.0,Pratap Nagar,Jaipur,Rajasthan
Wanted Delivery Executive Boys / Girls,"Mavelikara, Kerala","₹15,000 - ₹35,000 a month",25000.0,,Mavelikara,Kerala
Software Trainee / Intern,"Bhilwara, Rajasthan",Not specified,,,Bhilwara,Rajasthan
Team Member (QSR),"Bengaluru, Karnataka","₹14,000 - ₹15,000 a month",14500.0,,Bengaluru,Karnataka
Receptionist & telecaller,"Pattom, Thiruvananthapuram, Kerala","₹12,000 - ₹15,000 a month",13500.0,Pattom,Thiruvananthapuram,Kerala
Content Creator,"Andheri West, Mumbai, Maharashtra","₹50,000 - ₹75,000 a month",62500.0,Andheri West,Mumbai,Maharashtra
Department Supervisor,"Salem, Tamil Nadu","₹18,000 - ₹25,000 a month",21500.0,,Salem,Tamil Nadu
Team Leader - Operations,"Pimpri-Chinchwad, Maharashtra","₹2,51,888.70 - ₹10,98,536.95 a year",675212.825,,Pimpri-Chinchwad,Maharashtra
TRAINEE MUD LOGGER,"Mumbai, Maharashtra",Not specified,,,Mumbai,Maharashtra
Corporate Relationship Manager,"Delhi, Delhi","₹20,000 - ₹50,000 a month",35000.0,,Delhi,Delhi
Female Visa Filing Officer,"Chandigarh, Chandigarh","From ₹15,000 a month",,,Chandigarh,Chandigarh
WEB DEVELOPERS,"Hubli, Karnataka",Not specified,,,Hubli,Karnataka
Receptionist,"Kanpur, Uttar Pradesh","₹1,20,000 - ₹2,50,000 a year",185000.0,,Kanpur,Uttar Pradesh
TRAINEE DEVELOPER,"Jaipur, Rajasthan",Not specified,,,Jaipur,Rajasthan
Telecalling executive,"Tiruchchirappalli, Tamil Nadu",Not specified,,,Tiruchchirappalli,Tamil Nadu
E-Commerce Manager,"Tiruppur, Tamil Nadu","₹10,392.40 - ₹37,891.97 a month",24142.185,,Tiruppur,Tamil Nadu
Residential Tutor,"Palghat, Kerala","₹15,784.80 - ₹25,655.16 a month",20719.98,,Palghat,Kerala
Team Member,"Kolkata, West Bengal","₹8,460.63 - ₹21,434.27 a month",14947.45,,Kolkata,West Bengal
CRE and Agency leader,"Tiruppur, Tamil Nadu","Up to ₹5,50,000 a year",,,Tiruppur,Tamil Nadu
Service Advisor,"Tirur, Kerala","₹15,000 - ₹20,000 a month",17500.0,,Tirur,Kerala
Data Validation Associate - Night Shift,Remote,"₹10,000 - ₹15,000 a month",12500.0,Remote,Remote,Remote
Content writer Intern,Remote,Not specified,,Remote,Remote,Remote
Education Counsellor,"Sai Baba Colony, Coimbatore, Tamil Nadu","₹20,000 - ₹40,000 a month",30000.0,Sai Baba Colony,Coimbatore,Tamil Nadu
Assistant Supervisor,"Greater Noida, Uttar Pradesh","₹15,000 - ₹20,000 a month",17500.0,,Greater Noida,Uttar Pradesh
Logistics Trainee,"Kochi, Kerala","₹12,000 - ₹14,000 a month",13000.0,,Kochi,Kerala
Digital Marketing Internship,"Thiruvananthapuram, Kerala","From ₹8,000 a month",,,Thiruvananthapuram,Kerala
Data Entry Operator - Production,"Silvassa, Dadra and Nagar Haveli","₹15,000 - ₹20,000 a month",17500.0,,Silvassa,Dadra and Nagar Haveli
Assistant Supervisor,Remote,"₹15,000 - ₹20,000 a month",17500.0,Remote,Remote,Remote
DATA PROCESSING,"Shastripuram, Agra, Uttar Pradesh","From ₹10,000 a month",,Shastripuram,Agra,Uttar Pradesh
Intern - Computer Vision / Deep Learning,Remote,"₹60,000 - ₹1,20,000 a year",90000.0,Remote,Remote,Remote
Business Development Executive,Remote,"₹8,000 - ₹10,000 a month",9000.0,Remote,Remote,Remote
Billing Associate,"Bengaluru, Karnataka",Not specified,,,Bengaluru,Karnataka
Team Member,"Kazhakuttam, Kerala","₹10,000 - ₹18,000 a month",14000.0,,Kazhakuttam,Kerala
Business Development Associate,"Goregaon, Mumbai, Maharashtra","₹25,000 - ₹30,000 a month",27500.0,Goregaon,Mumbai,Maharashtra
Accountant Trainee,"Kochi, Kerala","₹15,000 - ₹30,000 a month",22500.0,,Kochi,Kerala
Brand Face,"Gurugram, Haryana","₹10,000 - ₹30,000 a month",20000.0,,Gurugram,Haryana
Content Writing Intern,"Ernakulam District, Kerala",Not specified,,,Ernakulam District,Kerala
Passenger Services Supervisor,"Bhubaneswar, Orissa","₹19,367.31 - ₹32,480.22 a month",25923.765,,Bhubaneswar,Orissa
Fresher 2023 | Business Analyst,"Chennai, Tamil Nadu",Not specified,,,Chennai,Tamil Nadu
Video Editor,Remote,"₹8,000 - ₹12,000 a month",10000.0,Remote,Remote,Remote
Physiotherapist,"Mumbai, Maharashtra","₹12,604.66 - ₹40,233.68 a month",26419.17,,Mumbai,Maharashtra
Online Mathematics Teacher,"Bengaluru, Karnataka",₹200 - ₹500 an hour,,,Bengaluru,Karnataka
Freelance Content Writer,Remote,"From ₹9,000 a month",,Remote,Remote,Remote
Trainee Auditor,"Mangalore, Karnataka","₹16,500 - ₹20,000 a month",18250.0,,Mangalore,Karnataka
International Non Voice Process,"Bengaluru, Karnataka",Not specified,,,Bengaluru,Karnataka
PROBATIONARY OFFICER,"Coimbatore, Tamil Nadu","From ₹18,000 a month",,,Coimbatore,Tamil Nadu
bell Boy/Girl,"Kodaikanal, Tamil Nadu","From ₹13,000 a month",,,Kodaikanal,Tamil Nadu
Game Designer - Intern,"Pune, Maharashtra",Not specified,,,Pune,Maharashtra
Business Analyst with an Experienced and Freshers also,Puducherry,Not specified,,Puducherry,Puducherry,Puducherry
Exam Invigilator,"Tirupati, Andhra Pradesh","₹10,000 - ₹18,000 a month",14000.0,,Tirupati,Andhra Pradesh
HR Recruiter,Remote,"₹12,000 - ₹15,000 a month",13500.0,Remote,Remote,Remote
Digital Marketing Executives (Freshers),"Calicut, Kerala",Not specified,,,Calicut,Kerala
Warehouse Executive,"Manali, Chennai, Tamil Nadu","₹12,000 - ₹20,000 a month",16000.0,Manali,Chennai,Tamil Nadu
Billing Executive,"Nilambur, Kerala","₹9,000 - ₹14,000 a month",11500.0,,Nilambur,Kerala
Private Tutor,"Bengaluru, Karnataka","₹15,000 - ₹45,000 a month",30000.0,,Bengaluru,Karnataka
Customer Care Executive - Hindi Must,"Chennai, Tamil Nadu","From ₹15,000 a month",,,Chennai,Tamil Nadu
EDUCATION COUNSELLOR,"Thrissur, Kerala","₹15,000 - ₹25,000 a month",20000.0,,Thrissur,Kerala
Fashion Designer,"Kolkata, West Bengal",Not specified,,,Kolkata,West Bengal
Computer operator,"Barmer, Rajasthan",Not specified,,,Barmer,Rajasthan
Trainee,Remote,"₹10,000 - ₹12,000 a month",11000.0,Remote,Remote,Remote
Warehouse Associate,"Kochi, Kerala","₹14,000 - ₹14,787 a month",14393.5,,Kochi,Kerala
Accademic Counsellor,"Thrissur, Kerala","₹12,000 - ₹20,000 a month",16000.0,,Thrissur,Kerala
Medical Coder Trainee,"Thiruvananthapuram, Kerala","₹15,000 - ₹25,000 a month",20000.0,,Thiruvananthapuram,Kerala
Fresh Graduate,"Talegaon Dabhade, Pune, Maharashtra","₹17,500 - ₹21,000 a month",19250.0,Talegaon Dabhade,Pune,Maharashtra
Management Trainee,"Janakpuri, Delhi, Delhi","₹18,000 - ₹25,000 a month",21500.0,Janakpuri,Delhi,Delhi
Front Office,"Kochi, Kerala","₹20,000 - ₹25,000 a month",22500.0,,Kochi,Kerala
Customer Service Executive,"Dharmsala, Himachal Pradesh","₹10,000 - ₹12,000 a month",11000.0,,Dharmsala,Himachal Pradesh
Delivery Drivers / Delivery Executives / Delivery Boys / Freshers,"Ahmedabad, Gujarat","Up to ₹30,000 a month",,,Ahmedabad,Gujarat
Pizza hut- Team Member,"Aluva, Kerala","Up to ₹10,500 a month",,,Aluva,Kerala
Trainee Associate,"Karimnagar, Telangana","₹12,000 - ₹17,000 a month",14500.0,,Karimnagar,Telangana
Data Entry Executive (delhi only),"Delhi, Delhi","Up to ₹12,500 a month",,,Delhi,Delhi
Trainee Architect,"Delhi, Delhi","₹15,039.68 - ₹67,972.53 a month",41506.104999999996,,Delhi,Delhi
Delivery Partner/Delivery Executive,"Goa, Goa","₹25,000 - ₹40,000 a month",32500.0,,Goa,Goa
Research Trainee,"Mumbai, Maharashtra","₹20,000 - ₹25,000 a month",22500.0,,Mumbai,Maharashtra
"Graphic Designer (Vesu, Surat)","Athwa, Surat, Gujarat","₹1,75,000 - ₹2,50,000 a year",212500.0,Athwa,Surat,Gujarat
Fresher required (operations),"Noida, Uttar Pradesh","₹15,000 - ₹20,000 a month",17500.0,,Noida,Uttar Pradesh
"High School Teacher, IT","Himayatnagar, Hyderabad, Telangana","From ₹15,000 a month",,Himayatnagar,Hyderabad,Telangana
Trainee Digital Marketer,Kerala,"₹5,000 - ₹7,000 a month",6000.0,Kerala,Kerala,Kerala
Video Editor,"Kochi, Kerala","₹15,000 - ₹20,000 a month",17500.0,,Kochi,Kerala
Wardens,"Bengaluru, Karnataka",Not specified,,,Bengaluru,Karnataka
Sand plant operator(Fresher also can apply)Location- Howrah,"Howrah, West Bengal","₹15,000 - ₹17,000 a month",16000.0,,Howrah,West Bengal
Recruiter (0-2 YEARS),Remote,Not specified,,Remote,Remote,Remote
DSMH-HIRING-,India,"₹2,56,870 - ₹2,56,874 a year",256872.0,India,India,India
Option Trader,"Mumbai, Maharashtra",Not specified,,,Mumbai,Maharashtra
Trainee IPQA,"Baddi, Himachal Pradesh","₹1,00,000 - ₹2,00,000 a year",150000.0,,Baddi,Himachal Pradesh
Trainee Auditor,"Mangalore, Karnataka","₹16,500 - ₹20,000 a month",18250.0,,Mangalore,Karnataka
QC (Apparel/Garment),"Tiruppur, Tamil Nadu","₹12,000 - ₹18,000 a month",15000.0,,Tiruppur,Tamil Nadu
Cashier,"Kazhakoottam, Thiruvananthapuram, Kerala","₹9,000 - ₹15,000 a month",12000.0,Kazhakoottam,Thiruvananthapuram,Kerala
Business Development Associate,"Pune, Maharashtra","₹20,585.48 - ₹39,150.69 a month",29868.085,,Pune,Maharashtra
Business Associate,"Sahibganj, Jharkhand","From ₹22,000 a month",,,Sahibganj,Jharkhand
HR Intern,Remote,"₹3,000 - ₹6,000 a month",4500.0,Remote,Remote,Remote
MEDICAL REPRESENTATIVE,"Kochi, Kerala","From ₹20,00,000 a year",,,Kochi,Kerala
Content Strategist & Writer,Remote,₹60 an hour,,Remote,Remote,Remote
Fresher-Bcom,"Delhi, Delhi","₹15,000 - ₹20,000 a month",17500.0,,Delhi,Delhi
Manager - Activation,"Tezpur, Assam",Not specified,,,Tezpur,Assam
Business Analyst Fresher,"Goregaon, Mumbai, Maharashtra","₹1,80,000 a year",180000.0,Goregaon,Mumbai,Maharashtra
Non Voice Chat Process,"Badli, Delhi, Delhi","₹14,500 - ₹19,500 a month",17000.0,Badli,Delhi,Delhi
General engineer trainee,"Erode, Tamil Nadu","₹15,000 - ₹22,000 a month",18500.0,,Erode,Tamil Nadu
Physiotherapy Germany,"Greater Noida, Uttar Pradesh","₹2,00,000 - ₹2,50,000 a month",225000.0,,Greater Noida,Uttar Pradesh
Fresher Front End Developer,"Indore, Madhya Pradesh",Not specified,,,Indore,Madhya Pradesh
Facilitator,"Ashoknagar, Madhya Pradesh","From ₹12,000 a month",,,Ashoknagar,Madhya Pradesh
FRESHERS – TELECALLERS,"Hyderabad, Telangana",Not specified,,,Hyderabad,Telangana
Office Assistant,"Habra, West Bengal","₹7,000 - ₹8,000 a month",7500.0,,Habra,West Bengal
PSM,"Jaipur, Rajasthan",Not specified,,,Jaipur,Rajasthan
Management Trainee,"Delhi, Delhi","₹23,082 - ₹60,000 a month",41541.0,,Delhi,Delhi
Trainee Store,"Vypin, Kerala","From ₹10,000 a month",,,Vypin,Kerala
QC- Jr. Officer,"Pune, Maharashtra",Not specified,,,Pune,Maharashtra
Website Designer & Developer,"Namakkal, Tamil Nadu","₹1,20,000 - ₹6,00,000 a year",360000.0,,Namakkal,Tamil Nadu
Store In-charge,"Runkata, Agra, Uttar Pradesh","From ₹13,000 a month",,Runkata,Agra,Uttar Pradesh
fresher's PUC and Graduates,"Bengaluru, Karnataka",Not specified,,,Bengaluru,Karnataka
PHP Trainee/ Fresher,"Jaipur, Rajasthan",Not specified,,,Jaipur,Rajasthan
SEO Fresher/Trainee,"Faridabad, Haryana",Not specified,,,Faridabad,Haryana
Operations executive,"Domlur, Bengaluru, Karnataka","₹22,000 - ₹26,000 a month",24000.0,Domlur,Bengaluru,Karnataka
Intern - Software Development [Fresher],"Bengaluru, Karnataka",Not specified,,,Bengaluru,Karnataka
Trainee Web Developer,"Coimbatore, Tamil Nadu",Not specified,,,Coimbatore,Tamil Nadu
Business Development,"Thane, Maharashtra","₹11,957.98 - ₹52,489.13 a month",32223.555,,Thane,Maharashtra
Trainee - Quality,"Delhi, Delhi","₹17,000 - ₹35,000 a month",26000.0,,Delhi,Delhi
Modelling,"Mumbai, Maharashtra","₹30,000 - ₹45,000 a month",37500.0,,Mumbai,Maharashtra
HR Intern,Remote,"₹6,086 - ₹20,000 a month",13043.0,Remote,Remote,Remote
Computer Hardware & Networking Engineer,"Kochi, Kerala","₹5,000 - ₹6,500 a month",5750.0,,Kochi,Kerala
Technical Marketing,"Bengaluru, Karnataka","₹4,50,000 a year",450000.0,,Bengaluru,Karnataka
Industrial Trainee - Coffee,"Kushalnagar, Karnataka",Not specified,,,Kushalnagar,Karnataka
"Data Entry (Fresher), Tiruppur","Tiruppur, Tamil Nadu","₹11,000 - ₹13,000 a month",12000.0,,Tiruppur,Tamil Nadu
Staff Trainee,"Amroha, Uttar Pradesh","₹1,25,000 - ₹2,00,000 a year",162500.0,,Amroha,Uttar Pradesh
Video Editor in Coimbatore,"Coimbatore, Tamil Nadu","₹8,000 - ₹20,000 a month",14000.0,,Coimbatore,Tamil Nadu
Unit Coordinator,"Yadgir, Karnataka","Up to ₹20,000 a month",,,Yadgir,Karnataka
Web Developer Trainees (Freshers),"Calicut, Kerala",Not specified,,,Calicut,Kerala
Office Assistant,"Kochi, Kerala","₹8,086 - ₹12,000 a month",10043.0,,Kochi,Kerala
Software Trainee,"Thiruvananthapuram, Kerala",Not specified,,,Thiruvananthapuram,Kerala
Trainee Executive,"Bengaluru, Karnataka",Not specified,,,Bengaluru,Karnataka
Business Development Associate,"Coimbatore, Tamil Nadu","₹15,000 - ₹40,000 a month",27500.0,,Coimbatore,Tamil Nadu
Looking for Course Counsellors/Tele callers on Commission Basis,"Kayankulam, Kerala","₹20,000 - ₹80,000 a month",50000.0,,Kayankulam,Kerala
Software Trainee,"Thiruvananthapuram District, Kerala","₹5,000 - ₹8,000 a month",6500.0,,Thiruvananthapuram District,Kerala
Trainee,"Perungudi, Chennai, Tamil Nadu","₹15,000 - ₹18,000 a month",16500.0,Perungudi,Chennai,Tamil Nadu
Opening for Delivery Partner,"Kottayam, Kerala","From ₹20,086 a month",,,Kottayam,Kerala
Trainee,"Coimbatore, Tamil Nadu",Not specified,,,Coimbatore,Tamil Nadu
Service Engineer(Trainee),"Gurugram, Haryana",Not specified,,,Gurugram,Haryana
Business Development Associate,Remote,"₹10,813.14 - ₹39,892.82 a month",25352.98,Remote,Remote,Remote
Accounting Faculty,"Tiruvalla, Kerala","₹10,000 - ₹13,000 a month",11500.0,,Tiruvalla,Kerala
Production Co-ordinator,"Mumbai, Maharashtra","₹8,000 - ₹25,000 a month",16500.0,,Mumbai,Maharashtra
Female Allocation Executive,"Kochi, Kerala","₹20,000 - ₹23,000 a month",21500.0,,Kochi,Kerala
Delivery Executive/Delivery Partner,"Gurugram, Haryana","₹18,000 - ₹35,000 a month",26500.0,,Gurugram,Haryana
Electrical Assembler,"Coimbatore, Tamil Nadu","₹20,000 a month",20000.0,,Coimbatore,Tamil Nadu
Architect,"Ahmedabad, Gujarat","₹18,000 - ₹35,000 a month",26500.0,,Ahmedabad,Gujarat
Sales Officer (SO),"Alleppey, Kerala","₹18,000 - ₹22,000 a month",20000.0,,Alleppey,Kerala
Project Assistant,"Attur, Tamil Nadu","₹12,937.04 - ₹15,000.00 a month",13968.52,,Attur,Tamil Nadu
Content Writer-Remote,"Calicut, Kerala","₹2,00,000 - ₹3,00,000 a year",250000.0,,Calicut,Kerala
Customer Relationship Executive - B2B,"Thiruvananthapuram, Kerala","₹14,000 - ₹20,000 a month",17000.0,,Thiruvananthapuram,Kerala
Office Assistant,"Kochi, Kerala","₹8,086.00 - ₹22,552.53 a month",15319.265,,Kochi,Kerala
Air Conditioning Technician,"Ambawadi, Ahmedabad, Gujarat","Up to ₹50,000 a month",,Ambawadi,Ahmedabad,Gujarat
FRESHER graduate (Any Field),"Jagnath Plot, Rajkot, Gujarat","₹1,20,000 - ₹3,50,000 a year",235000.0,Jagnath Plot,Rajkot,Gujarat
Purchase Assistant,"Tiruppur, Tamil Nadu","₹13,000 a month",13000.0,,Tiruppur,Tamil Nadu
Badminton Coach,"Bengaluru, Karnataka","From ₹20,000 a month",,,Bengaluru,Karnataka
Badminton Coach,"Bengaluru, Karnataka","From ₹20,000 a month",,,Bengaluru,Karnataka
AutoCAD Draftsman,"Gundavali, Mumbai, Maharashtra","₹10,000 - ₹20,000 a month",15000.0,Gundavali,Mumbai,Maharashtra
"Staff Nurse,ANM, GNM,","Chennai, Tamil Nadu","₹10,000 - ₹15,000 a month",12500.0,,Chennai,Tamil Nadu
WANTED B.E CIVIL CANDIDATES WITH CAD KNOWLEDGE,"Simmakkal, Madurai, Tamil Nadu","₹12,000 - ₹22,000 a month",17000.0,Simmakkal,Madurai,Tamil Nadu
Digital Marketing Specialist,"Chandigarh, Chandigarh","₹1,80,000 - ₹3,00,000 a year",240000.0,,Chandigarh,Chandigarh
